date,item_id,item_name,ip_name,category,release_type,price,listing_count,sold_count,sns_mentions,trends_score,event_flag,event_type,days_to_distribution_end
2025-04-16,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,867,188,2,25,47,0,none,14
2025-04-17,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,890,186,2,33,36,0,none,13
2025-04-18,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,891,154,2,27,35,0,none,12
2025-04-19,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,893,159,2,27,38,0,none,11
2025-04-20,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,861,153,2,32,39,0,none,10
2025-04-21,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,874,172,3,30,36,0,none,9
2025-04-22,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,881,146,2,26,37,0,none,8
2025-04-23,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,871,161,2,26,41,0,none,7
2025-04-24,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,862,151,3,27,41,0,none,6
2025-04-25,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,863,191,2,28,36,0,none,5
2025-04-26,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,883,162,2,23,47,0,none,4
2025-04-27,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,890,177,2,23,36,0,none,3
2025-04-28,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,896,194,3,25,42,0,none,2
2025-04-29,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,886,189,2,28,37,0,none,1
2025-04-30,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,879,189,3,30,41,1,distribution_end,0
2025-05-01,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,871,194,3,21,42,0,none,-1
2025-05-02,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,870,185,2,25,42,0,none,-2
2025-05-03,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,868,165,2,20,43,0,none,-3
2025-05-04,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,867,150,2,28,36,0,none,-4
2025-05-05,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,880,184,3,33,43,0,none,-5
2025-05-06,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,891,152,3,28,45,0,none,-6
2025-05-07,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,878,176,3,21,35,0,none,-7
2025-05-08,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,878,189,3,32,46,0,none,-8
2025-05-09,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,871,185,2,24,36,0,none,-9
2025-05-10,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,888,195,2,34,43,0,none,-10
2025-05-11,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,866,169,2,29,39,0,none,-11
2025-05-12,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,870,175,2,24,38,0,none,-12
2025-05-13,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,865,157,2,23,43,0,none,-13
2025-05-14,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,877,173,3,29,39,0,none,-14
2025-05-15,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,877,178,2,34,42,0,none,-15
2025-05-16,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,869,196,2,30,37,0,none,-16
2025-05-17,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,885,193,3,32,43,0,none,-17
2025-05-18,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,878,157,3,26,40,0,none,-18
2025-05-19,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,861,170,2,28,41,0,none,-19
2025-05-20,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,884,149,3,21,39,0,none,-20
2025-05-21,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,881,147,2,31,37,0,none,-21
2025-05-22,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,884,196,3,23,39,0,none,-22
2025-05-23,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,866,183,2,22,39,0,none,-23
2025-05-24,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,884,155,2,21,43,0,none,-24
2025-05-25,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,865,181,2,30,37,0,none,-25
2025-05-26,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,895,180,3,26,39,0,none,-26
2025-05-27,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,892,169,2,21,38,0,none,-27
2025-05-28,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,889,174,2,30,40,0,none,-28
2025-05-29,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,869,190,1,24,46,0,none,-29
2025-05-30,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,889,178,2,32,41,0,none,-30
2025-05-31,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,877,151,2,33,39,0,none,-31
2025-06-01,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,863,152,3,25,37,0,none,-32
2025-06-02,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,895,155,3,22,38,0,none,-33
2025-06-03,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,866,177,2,32,38,0,none,-34
2025-06-04,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,864,185,3,28,44,0,none,-35
2025-06-05,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,873,168,3,21,45,0,none,-36
2025-06-06,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,882,149,3,26,46,0,none,-37
2025-06-07,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,861,168,3,33,37,0,none,-38
2025-06-08,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,876,180,2,26,39,0,none,-39
2025-06-09,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,876,185,2,31,40,0,none,-40
2025-06-10,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,880,176,3,33,36,0,none,-41
2025-06-11,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,880,173,2,23,44,0,none,-42
2025-06-12,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,893,156,3,22,44,0,none,-43
2025-06-13,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,892,157,2,20,46,0,none,-44
2025-06-14,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,871,181,2,30,35,0,none,-45
2025-06-15,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,869,153,2,21,36,0,none,-46
2025-06-16,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,872,183,1,31,41,0,none,-47
2025-06-17,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,889,179,3,33,36,0,none,-48
2025-06-18,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,864,162,2,34,43,0,none,-49
2025-06-19,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,886,172,3,32,41,0,none,-50
2025-06-20,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,891,181,2,28,37,0,none,-51
2025-06-21,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,896,173,2,24,35,0,none,-52
2025-06-22,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,872,187,2,33,38,0,none,-53
2025-06-23,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,885,189,3,21,35,0,none,-54
2025-06-24,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,878,163,3,31,45,0,none,-55
2025-06-25,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,885,148,2,24,38,0,none,-56
2025-06-26,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,874,167,2,29,39,0,none,-57
2025-06-27,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,870,155,2,24,44,0,none,-58
2025-06-28,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,892,147,2,32,41,0,none,-59
2025-06-29,item_001,ONE PIECE プロモカードA,ONE PIECE,promo_card,limited,893,181,3,22,40,0,none,-60
2025-01-01,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7513,2,0,4,9,0,none,82
2025-01-02,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7679,2,1,4,13,0,none,81
2025-01-03,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7678,2,1,6,13,0,none,80
2025-01-04,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7662,2,1,5,8,0,none,79
2025-01-05,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7610,2,1,5,7,0,none,78
2025-01-06,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7591,2,1,5,10,0,none,77
2025-01-07,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7648,2,1,4,9,0,none,76
2025-01-08,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7577,2,1,5,11,0,none,75
2025-01-09,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7595,2,1,5,15,0,none,74
2025-01-10,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7525,2,1,5,15,0,none,73
2025-01-11,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7654,2,1,6,10,0,none,72
2025-01-12,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7695,2,1,5,5,0,none,71
2025-01-13,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7562,2,1,4,15,0,none,70
2025-01-14,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7619,2,1,6,5,0,none,69
2025-01-15,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7622,2,1,6,10,0,none,68
2025-01-16,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7809,2,1,6,14,0,none,67
2025-01-17,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7698,2,1,4,10,0,none,66
2025-01-18,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7720,2,1,5,14,0,none,65
2025-01-19,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7720,2,1,6,16,0,none,64
2025-01-20,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7448,2,1,6,10,0,none,63
2025-01-21,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7458,2,1,5,13,0,none,62
2025-01-22,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7579,2,1,6,11,0,none,61
2025-01-23,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7367,2,1,8,15,0,none,60
2025-01-24,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7318,2,1,9,12,0,none,59
2025-01-25,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7525,2,1,10,10,0,none,58
2025-01-26,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7401,2,1,11,13,0,none,57
2025-01-27,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7408,2,1,11,23,0,none,56
2025-01-28,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7349,2,1,11,16,0,none,55
2025-01-29,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7292,2,1,13,24,1,announcement,54
2025-01-30,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7210,2,1,11,23,0,none,53
2025-01-31,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7162,2,1,11,24,0,none,52
2025-02-01,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7158,2,1,13,18,0,none,51
2025-02-02,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7298,2,1,13,14,0,none,50
2025-02-03,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7440,2,1,13,15,0,none,49
2025-02-04,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7472,2,1,11,23,0,none,48
2025-02-05,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7344,2,1,9,16,0,none,47
2025-02-06,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7443,2,1,8,23,0,none,46
2025-02-07,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7409,2,1,9,17,0,none,45
2025-02-08,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7404,2,1,12,15,0,none,44
2025-02-09,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7410,2,1,13,18,0,none,43
2025-02-10,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7391,2,1,13,15,1,distribution_start,42
2025-02-11,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7352,3,2,10,17,0,none,41
2025-02-12,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7375,3,1,11,15,0,none,40
2025-02-13,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7366,4,1,9,20,0,none,39
2025-02-14,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7209,5,1,11,14,0,none,38
2025-02-15,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7335,7,1,7,11,0,none,37
2025-02-16,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7324,7,1,6,11,0,none,36
2025-02-17,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6957,9,1,6,16,0,none,35
2025-02-18,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7122,10,1,6,11,0,none,34
2025-02-19,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6942,13,1,5,15,0,none,33
2025-02-20,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6978,14,1,6,8,0,none,32
2025-02-21,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7174,12,1,6,8,0,none,31
2025-02-22,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6955,14,1,5,7,0,none,30
2025-02-23,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6918,13,1,4,14,0,none,29
2025-02-24,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7063,13,1,6,15,0,none,28
2025-02-25,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6925,13,1,4,13,0,none,27
2025-02-26,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,7010,15,1,6,7,0,none,26
2025-02-27,item_002,架空IP-A 未開封BOXB,架空IP-A,sealed_box,limited,6983,15,1,4,10,0,none,25
